OBJECTID,Name and Size,Travel Time Start (Minutes),Travel Time End (Minutes),Facility ID,Facility: Name,Facility: Breaks,Facility: AdditionalTime,Facility: AdditionalDistance,Area in Square Miles,ID,sourceCountry,ENRICH_FID,aggregationMethod,Population to polygon size rating for the country,Apportionment confidence for the country,HasData,2019 Total Population,2019 Average Household Income,2019 Average Disposable Income,2019-2024 Growth/Yr: Population,Restaurants/Other Eating Places:Sales,Restaurants/Other Eating Places:Pot,Restaurants/Other Eating Places:L/S,Summarized area in Square Miles,x,y
1,Location 1 : 0 - 15,0,15,20,Location 1,,0,0,60.58030514,1,US,2,BlockApportionment:US.BlockGroups,2.191,2.576,1,636626,81937,62336,0.3,804112987,629887452,-12.1,60.58030514,,
